"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
1012,二级冥皇石,二级冥皇石,Gem_purple_002,Gem_purple_002,Gem_purple_002,Gem_purple_002,Gem_purple_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1013,三级冥皇石,三级冥皇石,Gem_purple_003,Gem_purple_003,Gem_purple_003,Gem_purple_003,Gem_purple_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1014,四级冥皇石,四级冥皇石,Gem_purple_004,Gem_purple_004,Gem_purple_004,Gem_purple_004,Gem_purple_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1015,五级冥皇石,五级冥皇石,Gem_purple_005,Gem_purple_005,Gem_purple_005,Gem_purple_005,Gem_purple_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1016,六级冥皇石,六级冥皇石,Gem_purple_006,Gem_purple_006,Gem_purple_006,Gem_purple_006,Gem_purple_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1017,七级冥皇石,七级冥皇石,Gem_purple_007,Gem_purple_007,Gem_purple_007,Gem_purple_007,Gem_purple_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1018,八级冥皇石,八级冥皇石,Gem_purple_008,Gem_purple_008,Gem_purple_008,Gem_purple_008,Gem_purple_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1019,九级冥皇石,九级冥皇石,Gem_purple_009,Gem_purple_009,Gem_purple_009,Gem_purple_009,Gem_purple_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1020,十级冥皇石,十级冥皇石,Gem_purple_010,Gem_purple_010,Gem_purple_010,Gem_purple_010,Gem_purple_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1021,一级补天石,一级补天石,Gem_Yellow_001,Gem_Yellow_001,Gem_Yellow_001,Gem_Yellow_001,Gem_Yellow_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1022,二级补天石,二级补天石,Gem_Yellow_002,Gem_Yellow_002,Gem_Yellow_002,Gem_Yellow_002,Gem_Yellow_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1023,三级补天石,三级补天石,Gem_Yellow_003,Gem_Yellow_003,Gem_Yellow_003,Gem_Yellow_003,Gem_Yellow_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1024,四级补天石,四级补天石,Gem_Yellow_004,Gem_Yellow_004,Gem_Yellow_004,Gem_Yellow_004,Gem_Yellow_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1025,五级补天石,五级补天石,Gem_Yellow_005,Gem_Yellow_005,Gem_Yellow_005,Gem_Yellow_005,Gem_Yellow_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1026,六级补天石,六级补天石,Gem_Yellow_006,Gem_Yellow_006,Gem_Yellow_006,Gem_Yellow_006,Gem_Yellow_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1027,七级补天石,七级补天石,Gem_Yellow_007,Gem_Yellow_007,Gem_Yellow_007,Gem_Yellow_007,Gem_Yellow_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1028,八级补天石,八级补天石,Gem_Yellow_008,Gem_Yellow_008,Gem_Yellow_008,Gem_Yellow_008,Gem_Yellow_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1029,九级补天石,九级补天石,Gem_Yellow_009,Gem_Yellow_009,Gem_Yellow_009,Gem_Yellow_009,Gem_Yellow_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1030,十级补天石,十级补天石,Gem_Yellow_010,Gem_Yellow_010,Gem_Yellow_010,Gem_Yellow_010,Gem_Yellow_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1031,一级寒冰石,一级寒冰石,Gem_blue_001,Gem_blue_001,Gem_blue_001,Gem_blue_001,Gem_blue_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1032,二级寒冰石,二级寒冰石,Gem_blue_002,Gem_blue_002,Gem_blue_002,Gem_blue_002,Gem_blue_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1033,三级寒冰石,三级寒冰石,Gem_blue_003,Gem_blue_003,Gem_blue_003,Gem_blue_003,Gem_blue_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1034,四级寒冰石,四级寒冰石,Gem_blue_004,Gem_blue_004,Gem_blue_004,Gem_blue_004,Gem_blue_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1035,五级寒冰石,五级寒冰石,Gem_blue_005,Gem_blue_005,Gem_blue_005,Gem_blue_005,Gem_blue_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1036,六级寒冰石,六级寒冰石,Gem_blue_006,Gem_blue_006,Gem_blue_006,Gem_blue_006,Gem_blue_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1037,七级寒冰石,七级寒冰石,Gem_blue_007,Gem_blue_007,Gem_blue_007,Gem_blue_007,Gem_blue_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1038,八级寒冰石,八级寒冰石,Gem_blue_008,Gem_blue_008,Gem_blue_008,Gem_blue_008,Gem_blue_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1039,九级寒冰石,九级寒冰石,Gem_blue_009,Gem_blue_009,Gem_blue_009,Gem_blue_009,Gem_blue_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1040,十级寒冰石,十级寒冰石,Gem_blue_010,Gem_blue_010,Gem_blue_010,Gem_blue_010,Gem_blue_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1041,一级火晶石,一级火晶石,Gem_red_001,Gem_red_001,Gem_red_001,Gem_red_001,Gem_red_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1042,二级火晶石,二级火晶石,Gem_red_002,Gem_red_002,Gem_red_002,Gem_red_002,Gem_red_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1043,三级火晶石,三级火晶石,Gem_red_003,Gem_red_003,Gem_red_003,Gem_red_003,Gem_red_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1044,四级火晶石,四级火晶石,Gem_red_004,Gem_red_004,Gem_red_004,Gem_red_004,Gem_red_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1045,五级火晶石,五级火晶石,Gem_red_005,Gem_red_005,Gem_red_005,Gem_red_005,Gem_red_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1046,六级火晶石,六级火晶石,Gem_red_006,Gem_red_006,Gem_red_006,Gem_red_006,Gem_red_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1047,七级火晶石,七级火晶石,Gem_red_007,Gem_red_007,Gem_red_007,Gem_red_007,Gem_red_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1048,八级火晶石,八级火晶石,Gem_red_008,Gem_red_008,Gem_red_008,Gem_red_008,Gem_red_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1049,九级火晶石,九级火晶石,Gem_red_009,Gem_red_009,Gem_red_009,Gem_red_009,Gem_red_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1050,十级火晶石,十级火晶石,Gem_red_010,Gem_red_010,Gem_red_010,Gem_red_010,Gem_red_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1051,一级青龙石,一级青龙石,Gem_Green_001,Gem_Green_001,Gem_Green_001,Gem_Green_001,Gem_Green_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1052,二级青龙石,二级青龙石,Gem_Green_002,Gem_Green_002,Gem_Green_002,Gem_Green_002,Gem_Green_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1053,三级青龙石,三级青龙石,Gem_Green_003,Gem_Green_003,Gem_Green_003,Gem_Green_003,Gem_Green_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1054,四级青龙石,四级青龙石,Gem_Green_004,Gem_Green_004,Gem_Green_004,Gem_Green_004,Gem_Green_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1055,五级青龙石,五级青龙石,Gem_Green_005,Gem_Green_005,Gem_Green_005,Gem_Green_005,Gem_Green_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1056,六级青龙石,六级青龙石,Gem_Green_006,Gem_Green_006,Gem_Green_006,Gem_Green_006,Gem_Green_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1057,七级青龙石,七级青龙石,Gem_Green_007,Gem_Green_007,Gem_Green_007,Gem_Green_007,Gem_Green_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1058,八级青龙石,八级青龙石,Gem_Green_008,Gem_Green_008,Gem_Green_008,Gem_Green_008,Gem_Green_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1059,九级青龙石,九级青龙石,Gem_Green_009,Gem_Green_009,Gem_Green_009,Gem_Green_009,Gem_Green_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1060,十级青龙石,十级青龙石,Gem_Green_010,Gem_Green_010,Gem_Green_010,Gem_Green_010,Gem_Green_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1061,一级破魂石,一级破魂石,Gem_white_001,Gem_white_001,Gem_white_001,Gem_white_001,Gem_white_001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1062,二级破魂石,二级破魂石,Gem_white_002,Gem_white_002,Gem_white_002,Gem_white_002,Gem_white_002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1063,三级破魂石,三级破魂石,Gem_white_003,Gem_white_003,Gem_white_003,Gem_white_003,Gem_white_003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1064,四级破魂石,四级破魂石,Gem_white_004,Gem_white_004,Gem_white_004,Gem_white_004,Gem_white_004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1065,五级破魂石,五级破魂石,Gem_white_005,Gem_white_005,Gem_white_005,Gem_white_005,Gem_white_005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1066,六级破魂石,六级破魂石,Gem_white_006,Gem_white_006,Gem_white_006,Gem_white_006,Gem_white_006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1067,七级破魂石,七级破魂石,Gem_white_007,Gem_white_007,Gem_white_007,Gem_white_007,Gem_white_007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1068,八级破魂石,八级破魂石,Gem_white_008,Gem_white_008,Gem_white_008,Gem_white_008,Gem_white_008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1069,九级破魂石,九级破魂石,Gem_white_009,Gem_white_009,Gem_white_009,Gem_white_009,Gem_white_009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1070,十级破魂石,十级破魂石,Gem_white_010,Gem_white_010,Gem_white_010,Gem_white_010,Gem_white_010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1071,蓝铜石21,蓝铜石21,Gem_1_21,Gem_1_21,Gem_1_21,Gem_1_21,Gem_1_21,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1072,蓝铜石22,蓝铜石22,Gem_1_22,Gem_1_22,Gem_1_22,Gem_1_22,Gem_1_22,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1073,蓝铜石23,蓝铜石23,Gem_1_23,Gem_1_23,Gem_1_23,Gem_1_23,Gem_1_23,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1074,蓝铜石24,蓝铜石24,Gem_1_24,Gem_1_24,Gem_1_24,Gem_1_24,Gem_1_24,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1075,蓝铜石25,蓝铜石25,Gem_1_25,Gem_1_25,Gem_1_25,Gem_1_25,Gem_1_25,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1076,蓝铜石26,蓝铜石26,Gem_1_26,Gem_1_26,Gem_1_26,Gem_1_26,Gem_1_26,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1077,蓝铜石27,蓝铜石27,Gem_1_27,Gem_1_27,Gem_1_27,Gem_1_27,Gem_1_27,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1078,蓝铜石28,蓝铜石28,Gem_1_28,Gem_1_28,Gem_1_28,Gem_1_28,Gem_1_28,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1079,蓝铜石29,蓝铜石29,Gem_1_29,Gem_1_29,Gem_1_29,Gem_1_29,Gem_1_29,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1080,蓝铜石30,蓝铜石30,Gem_1_30,Gem_1_30,Gem_1_30,Gem_1_30,Gem_1_30,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1081,蓝铜石31,蓝铜石31,Gem_1_31,Gem_1_31,Gem_1_31,Gem_1_31,Gem_1_31,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1082,蓝铜石32,蓝铜石32,Gem_1_32,Gem_1_32,Gem_1_32,Gem_1_32,Gem_1_32,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1083,蓝铜石33,蓝铜石33,Gem_1_33,Gem_1_33,Gem_1_33,Gem_1_33,Gem_1_33,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1084,蓝铜石34,蓝铜石34,Gem_1_34,Gem_1_34,Gem_1_34,Gem_1_34,Gem_1_34,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1085,蓝铜石35,蓝铜石35,Gem_1_35,Gem_1_35,Gem_1_35,Gem_1_35,Gem_1_35,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1086,蓝铜石36,蓝铜石36,Gem_1_36,Gem_1_36,Gem_1_36,Gem_1_36,Gem_1_36,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1087,蓝铜石37,蓝铜石37,Gem_1_37,Gem_1_37,Gem_1_37,Gem_1_37,Gem_1_37,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1088,蓝铜石38,蓝铜石38,Gem_1_38,Gem_1_38,Gem_1_38,Gem_1_38,Gem_1_38,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1089,蓝铜石39,蓝铜石39,Gem_1_39,Gem_1_39,Gem_1_39,Gem_1_39,Gem_1_39,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1090,蓝铜石40,蓝铜石40,Gem_1_40,Gem_1_40,Gem_1_40,Gem_1_40,Gem_1_40,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1091,蓝铜石41,蓝铜石41,Gem_1_41,Gem_1_41,Gem_1_41,Gem_1_41,Gem_1_41,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1092,蓝铜石42,蓝铜石42,Gem_1_42,Gem_1_42,Gem_1_42,Gem_1_42,Gem_1_42,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1093,蓝铜石43,蓝铜石43,Gem_1_43,Gem_1_43,Gem_1_43,Gem_1_43,Gem_1_43,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1094,蓝铜石44,蓝铜石44,Gem_1_44,Gem_1_44,Gem_1_44,Gem_1_44,Gem_1_44,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1095,蓝铜石45,蓝铜石45,Gem_1_45,Gem_1_45,Gem_1_45,Gem_1_45,Gem_1_45,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1096,蓝铜石46,蓝铜石46,Gem_1_46,Gem_1_46,Gem_1_46,Gem_1_46,Gem_1_46,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1097,蓝铜石47,蓝铜石47,Gem_1_47,Gem_1_47,Gem_1_47,Gem_1_47,Gem_1_47,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1098,蓝铜石48,蓝铜石48,Gem_1_48,Gem_1_48,Gem_1_48,Gem_1_48,Gem_1_48,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1099,蓝铜石49,蓝铜石49,Gem_1_49,Gem_1_49,Gem_1_49,Gem_1_49,Gem_1_49,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1100,蓝铜石50,蓝铜石50,Gem_1_50,Gem_1_50,Gem_1_50,Gem_1_50,Gem_1_50,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1101,静谧石1,静谧石1,Gem_2_1,Gem_2_1,Gem_2_1,Gem_2_1,Gem_2_1,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1102,静谧石2,静谧石2,Gem_2_2,Gem_2_2,Gem_2_2,Gem_2_2,Gem_2_2,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1103,静谧石3,静谧石3,Gem_2_3,Gem_2_3,Gem_2_3,Gem_2_3,Gem_2_3,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1104,静谧石4,静谧石4,Gem_2_4,Gem_2_4,Gem_2_4,Gem_2_4,Gem_2_4,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1105,静谧石5,静谧石5,Gem_2_5,Gem_2_5,Gem_2_5,Gem_2_5,Gem_2_5,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1106,静谧石6,静谧石6,Gem_2_6,Gem_2_6,Gem_2_6,Gem_2_6,Gem_2_6,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1107,静谧石7,静谧石7,Gem_2_7,Gem_2_7,Gem_2_7,Gem_2_7,Gem_2_7,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1108,静谧石8,静谧石8,Gem_2_8,Gem_2_8,Gem_2_8,Gem_2_8,Gem_2_8,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1109,静谧石9,静谧石9,Gem_2_9,Gem_2_9,Gem_2_9,Gem_2_9,Gem_2_9,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
1110,静谧石10,静谧石10,Gem_2_10,Gem_2_10,Gem_2_10,Gem_2_10,Gem_2_10,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,FixP1,,,,,,1,1,1,1,-1,0.5,2,2,-1,-1,-1,-1,-1
